Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Taylor Ward,621493,confirmed,Baltimore Orioles,Spencer Miles,0.23,0.54,43.0,38.0,10.1,90.2,16.8,0.14,1.03,1.0,0.72,637.0,652.0,622.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Gunnar Henderson,683002,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,375.0,390.0,373.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Adley Rutschman,668939,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,541.0,555.0,542.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Pete Alonso,624413,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,337.0,349.0,330.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Samuel Basallo,694212,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,577.0,564.0,587.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Leody Taveras,665750,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,546.0,548.0,535.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Colton Cowser,681297,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,484.0,489.0,493.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Blaze Alexander,677942,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,649.0,654.0,641.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Jackson Holliday,702616,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,514.0,529.0,517.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Nathan Lukes,664770,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,541.0,554.0,550.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Vladimir Guerrero Jr.,665489,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,575.0,588.0,571.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Daulton Varsho,662139,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,577.0,562.0,582.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Kazuma Okamoto,672960,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,633.0,636.0,643.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Ernie Clement,676391,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,540.0,531.0,527.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Jesús Sánchez,660821,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,564.0,571.0,550.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Charles McAdoo,807727,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,480.0,481.0,479.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Andrés Giménez,665926,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,471.0,460.0,483.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Brandon Valenzuela,678218,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,385.0,377.0,380.0,40.86
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Austin Martin,668885,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,452.0,448.0,452.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Brooks Lee,686797,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,489.0,474.0,502.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Kody Clemens,665019,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,496.0,505.0,491.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Josh Bell,605137,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,520.0,516.0,517.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Trevor Larnach,663616,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,471.0,480.0,481.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Orlando Arcia,606115,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,512.0,507.0,517.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Luke Keaschall,807712,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,380.0,370.0,381.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Tristan Gray,656484,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,642.0,627.0,637.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,9,Alex Jackson,656577,confirmed,Minnesota Twins,Braxton Ashcraft,0.18,0.79,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,592.0,605.0,583.0,35.65
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,1,Spencer Horwitz,687462,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,522.0,527.0,521.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,2,Brandon Lowe,664040,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,364.0,359.0,378.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,3,Bryan Reynolds,668804,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,377.0,362.0,391.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,4,Ryan O'Hearn,656811,confirmed,Pittsburgh Pirates,Zebby Matthews,,,,,,,,,1.0,1.0,,392.0,385.0,393.0,0.0
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,5,Nick Gonzales,693304,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,497.0,497.0,509.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,6,Oneil Cruz,665833,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,368.0,381.0,359.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,7,Jake Mangum,663968,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,474.0,468.0,485.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,8,Jared Triolo,669707,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,446.0,445.0,447.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,Minnesota Twins vs Pittsburgh Pirates,9,Henry Davis,680779,confirmed,Pittsburgh Pirates,Zebby Matthews,0.18,1.42,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,552.0,540.0,550.0,44.71
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,Fernando Tatis Jr.,665487,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,435.0,436.0,435.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Gavin Sheets,657757,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,372.0,371.0,375.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,3,Manny Machado,592518,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,574.0,580.0,576.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,4,Xander Bogaerts,593428,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,381.0,388.0,380.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,5,Jackson Merrill,701538,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,537.0,549.0,548.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,6,Ty France,664034,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,490.0,494.0,489.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,7,Nick Castellanos,592206,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,601.0,589.0,592.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,8,Sung-Mun Song,823550,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,365.0,371.0,373.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,9,Freddy Fermin,666023,confirmed,San Diego Padres,Zack Littell,0.18,2.54,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,489.0,498.0,483.0,63.77
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,1,James Wood,695578,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,443.0,446.0,438.0,52.02
2026-05-31,2026-05-31T17:35:00+00:00,2026-05-31T13:35:00-04:00,1:35 PM,San Diego Padres vs Washington Nationals,2,Luis García Jr.,671277,confirmed,Washington Nationals,Griffin Canning,0.18,1.62,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,389.0,400.0,383.0,52.02
