Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Taylor Ward,621493,confirmed,Baltimore Orioles,Spencer Miles,0.23,0.54,43.0,38.0,10.1,90.2,16.8,0.14,1.03,1.05,0.72,500.0,493.0,493.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Gunnar Henderson,683002,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,431.0,446.0,438.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Adley Rutschman,668939,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,626.0,622.0,626.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Pete Alonso,624413,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,356.0,362.0,366.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Samuel Basallo,694212,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,474.0,487.0,470.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Leody Taveras,665750,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,569.0,584.0,578.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Colton Cowser,681297,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,633.0,645.0,626.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Blaze Alexander,677942,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,516.0,526.0,511.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Jackson Holliday,702616,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.05,0.65,436.0,425.0,434.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Nathan Lukes,664770,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,471.0,456.0,473.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Vladimir Guerrero Jr.,665489,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,630.0,622.0,636.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Daulton Varsho,662139,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,594.0,586.0,591.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Kazuma Okamoto,672960,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,594.0,598.0,602.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Ernie Clement,676391,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,491.0,502.0,505.0,40.86
