Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,BatterHand,PitcherHRWeakSide,PitcherHRSpotWeakness
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Taylor Ward,621493,confirmed,Baltimore Orioles,Spencer Miles,0.23,0.69,43.0,38.0,10.1,90.2,16.8,0.14,1.03,1.0,0.72,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Gunnar Henderson,683002,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Adley Rutschman,668939,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Pete Alonso,624413,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Samuel Basallo,694212,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Leody Taveras,665750,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Colton Cowser,681297,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Blaze Alexander,677942,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Jackson Holliday,702616,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.69,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,,,,35.49,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Nathan Lukes,664770,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,0.89,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.05,0.65,,,,38.87,R,L,7-9
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Vladimir Guerrero Jr.,665489,confirmed,Toronto Blue Jays,Kyle Bradish,,,,,,,,,1.05,1.05,,,,,38.87,,L,7-9
