Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Taylor Ward,621493,confirmed,Baltimore Orioles,Spencer Miles,0.23,0.54,43.0,38.0,10.1,90.2,16.8,0.14,1.03,1.0,0.72,431.0,441.0,422.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Gunnar Henderson,683002,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,445.0,430.0,459.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Adley Rutschman,668939,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,578.0,578.0,582.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Pete Alonso,624413,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,353.0,347.0,359.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Samuel Basallo,694212,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,614.0,603.0,600.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,6,Leody Taveras,665750,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,523.0,530.0,521.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,7,Colton Cowser,681297,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,627.0,621.0,634.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,8,Blaze Alexander,677942,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,584.0,575.0,572.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,9,Jackson Holliday,702616,confirmed,Baltimore Orioles,Spencer Miles,0.18,0.54,38.0,34.0,8.0,89.0,14.0,0.1,1.03,1.0,0.65,598.0,588.0,593.0,32.55
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,1,Nathan Lukes,664770,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,630.0,644.0,621.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,2,Vladimir Guerrero Jr.,665489,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,363.0,374.0,352.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,3,Daulton Varsho,662139,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,416.0,409.0,402.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,4,Kazuma Okamoto,672960,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,423.0,417.0,416.0,40.86
2026-05-31,2026-05-31T16:15:00+00:00,2026-05-31T12:15:00-04:00,12:15 PM,Toronto Blue Jays vs Baltimore Orioles,5,Ernie Clement,676391,confirmed,Toronto Blue Jays,Kyle Bradish,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.05,1.1,0.65,623.0,623.0,619.0,40.86
